Name,Exchange,Maker,Months,Contracts,Code,Ticked
SXA,MX,S&P/TSX Global Gold Index,HMUZ,2,CHRIS/MX_SXA,FALSE
SXB,MX,S&P/TSX Capped Financials Index ,HMUZ,2,CHRIS/MX_SXB,FALSE
SXF,MX,S&P/TSX 60 Index,HMUZ,4,CHRIS/MX_SXF,FALSE
SXH,MX,S&P/TSX Capped Information Technology Index,HMUZ,2,CHRIS/MX_SXH,FALSE
SXM,MX,Mini S&P/TSX 60 Index,HMUZ,4,CHRIS/MX_SXM,FALSE
SXY,MX,S&P/TSX Capped Energy Index ,HMUZ,2,CHRIS/MX_SXY,FALSE
SY,ICE,GBP/JPY,HMUZ,2,CHRIS/ICE_SY,FALSE
SZ,CME,Southern Natural Louisiana Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_SZ,FALSE
T,LIFFE,Feed Wheat,FHKMX,7,CHRIS/LIFFE_T,FALSE
T,ICE,WTI Crude,FGHJKMNQUVXZ,7,CHRIS/ICE_T,FALSE
T3,CME,NYISO Zone G Day-Ahead Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,34,CHRIS/CME_T3,FALSE
TC,CME,Columbia Gas TCO (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_TC,FALSE
TF,ICE,Russell Small-Cap,HMUZ,2,CHRIS/ICE_TF,FALSE
TF,SGX,SICOM Rubber,FHJKMNQUVXZ,5,CHRIS/SGX_TF,FALSE
TFM,ICE,Endex Dutch TTF Gas Base Load,FGHJKMNQUVXZ,2,CHRIS/ICE_TFM,FALSE
TIB,ICE,WTI vs Brent Spread Option,FGHJKMNQUVXZ,4,CHRIS/ICE_TIB,FALSE
TIO,CME,Iron Ore 62% Fe CFR China (TSI),FGHJKMNQUVXZ,4,CHRIS/CME_TIO,FALSE
TN,ASX,10-year New Zealand Government Stock,HMUZ,2,CHRIS/ASX_TN,FALSE
TPI,LIFFE,TOPIX Index,HMUZ,2,CHRIS/LIFFE_TPI,FALSE
TR,CME,Transco Zone 4 Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,2,CHRIS/CME_TR,FALSE
TR,SGX,Thailand SICOM OTC TSR20 Rubber,FHJKMNQUVXZ,2,CHRIS/SGX_TR,FALSE
TR,ODE,Tokyo Rice,FGHJKMNQUVXZ,5,CHRIS/ODE_TR,FALSE
TRY,CME,Turkish Lira,HMUZ,2,CHRIS/CME_TRY,FALSE
TU,CME,2 Year Treasury Note,HMUZ,2,CHRIS/CME_TU,FALSE
TW,SGX,MSCI Taiwan Index,FGHJKMNQUVXZ,2,CHRIS/SGX_TW,FALSE
TY,ASX,3-year New Zealand Government Stock,HMUZ,2,CHRIS/ASX_TY,FALSE
TY,CME,10 Year Treasury Note,HMUZ,2,CHRIS/CME_TY,FALSE
TZ6,CME,Transco Zone 6 Non-N.Y. Natural Gas (Platts IFERC) Basis,FGHJKMNQUVXZ,7,CHRIS/CME_TZ6,FALSE
U3,CME,ISO New England New Hampshire Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,12,CHRIS/CME_U3,FALSE
U4,CME,ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,8,CHRIS/CME_U4,FALSE
U5,CME,ISO New England Rhode Island Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,22,CHRIS/CME_U5,FALSE
U6,CME,ISO New England Mass Hub 5 MW Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,10,CHRIS/CME_U6,FALSE
UA,CME,Singapore Fuel Oil 180 cst (Platts),FGHJKMNQUVXZ,3,CHRIS/CME_UA,FALSE
UB,ASX,Feed Barley,FHKNUX,7,CHRIS/ASX_UB,FALSE
UB,CME,Dated Brent (Platts) Financial,FGHJKMNQUVXZ,5,CHRIS/CME_UB,FALSE
UL,CME,Ultra Treasury Bond,HMUZ,2,CHRIS/CME_UL,FALSE
ULS,ICE,Low Sulphur Gasoil,FGHJKMNQUVXZ,2,CHRIS/ICE_ULS,FALSE
ULS,ICE,Low Sulphur Gasoil,FGHJKMNQUVXZ,2,CHRIS/ICE_ULS,FALSE
UM,CME,PJM Northern Illinois Hub Real-Time Peak Calendar-Month 2.5 MW,FGHJKMNQUVXZ,2,CHRIS/CME_UM,FALSE
UN,CME,European Naphtha Cargoes CIF NWE (Platts),FGHJKMNQUVXZ,2,CHRIS/CME_UN,FALSE
UO,CME,PJM Northern Illinois Hub Off-Peak LMP,FGHJKMNQUVXZ,2,CHRIS/CME_UO,FALSE
US,CME,30-Year Treasury Bond,HMUZ,2,CHRIS/CME_US,FALSE
US,ASX,Sorghum,FHKNUX,6,CHRIS/ASX_US,FALSE
UV,CME,European 3.5% Fuel Oil Barges FOB Rdam (Platts),FGHJKMNQUVXZ,3,CHRIS/CME_UV,FALSE
UX,CME,UxC Uranium U3O8,FGHJKMNQUVXZ,3,CHRIS/CME_UX,FALSE
V3,CME,PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW,FGHJKMNQUVXZ,58,CHRIS/CME_V3,FALSE
VC,ASX,EA Canola,FHKNUX,6,CHRIS/ASX_VC,FALSE
VCF,SGX,Singapore Visco Spread,FGHJKMNQUVXZ,2,CHRIS/SGX_VCF,FALSE
VM,CME,PJM AEP Dayton Hub Real-Time Peak Calendar-Month 2.5 MW,FGHJKMNQUVXZ,2,CHRIS/CME_VM,FALSE
VN,CBOE,NASDAQ 100 VIX,FGHJKMNQUVXZ,2,CHRIS/CBOE_VN,FALSE
VP,CME,PJM AEP Dayton Hub Off-Peak LMP,FGHJKMNQUVXZ,2,CHRIS/CME_VP,FALSE
VR,CME,NY 1% Fuel Oil (Platts) vs. Gulf Coast 3% Fuel Oil (Platts),FGHJKMNQUVXZ,2,CHRIS/CME_VR,FALSE
VW,ASX,NSW Wheat,FHKNUX,6,CHRIS/ASX_VW,FALSE
VX,CBOE,S&P 500 VIX,FGHJKMNQUVXZ,9,CHRIS/CBOE_VX,FALSE
VXEW,CBOE,Brazil ETF Volatility Index,FGHJKMNQUVXZ,2,CHRIS/CBOE_VXEW,FALSE
W,LIFFE,White Sugar,HKQVZ,8,CHRIS/LIFFE_W,FALSE
W,CME,Wheat,HKNUZ,7,CHRIS/CME_W,FALSE
W4,CME,PJM APS Zone Off-Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,34,CHRIS/CME_W4,FALSE
W6,CME,PJM PSEG Zone Off-Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,15,CHRIS/CME_W6,FALSE
WA,ICE,Milling Wheat,HKNVZ,11,CHRIS/ICE_WA,FALSE
WA,ICE,Milling Wheat,HKNVZ,11,CHRIS/ICE_WA,FALSE
WCC,CME,Canadian Heavy Crude Oil Index (Net Energy),FGHJKMNQUVXZ,9,CHRIS/CME_WCC,FALSE
WJ,CME,LLS (Argus) vs. WTI Financial,FGHJKMNQUVXZ,22,CHRIS/CME_WJ,FALSE
WK,ASX,WA Wheat,FHKNUX,6,CHRIS/ASX_WK,FALSE
WQ,CME,Gasoil 0.1 Barges FOB Rdam (Platts) vs. Gasoil,HJKMNQUVXZ,2,CHRIS/CME_WQ,FALSE
WR,SHFE,Steel Wire,FGHJKMNQUVXZ,2,CHRIS/SHFE_WR,FALSE
WS,CME,Crude Oil Financial,FGHJKMNQUVXZ,9,CHRIS/CME_WS,FALSE
X1,CME,PJM AECO Zone Off-Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,39,CHRIS/CME_X1,FALSE
XAF,CME,E-mini Financial Sector,HM,2,CHRIS/CME_XAF,FALSE
XAK,CME,E-mini Technology Sector,HM,2,CHRIS/CME_XAK,FALSE
XAP,CME,E-mini Consumer Staples Sector,HM,2,CHRIS/CME_XAP,FALSE
XAU,CME,E-mini Utilities Sector,HM,2,CHRIS/CME_XAU,FALSE
XAY,CME,E-mini Consumer Discretionary Sector,HM,2,CHRIS/CME_XAY,FALSE
XFC,LIFFE,CAC40 Dividend Index,Z,3,CHRIS/LIFFE_XFC,FALSE
XN,CME,SoCal Natural Gas (Platts IFERC) Fixed Price,FGHJKMNQUVXZ,2,CHRIS/CME_XN,FALSE
XS,ASX,10-year Australian Interest Rate Swap,HMUZ,2,CHRIS/ASX_XS,FALSE
XZ,LIFFE,FTSE 100 Dividend Index,Z,4,CHRIS/LIFFE_XZ,FALSE
Y,LIFFE,FTSE 250 Index,HMUZ,1,CHRIS/LIFFE_Y,FALSE
Y,ICE,UK Base Electricity,FGHJKMNQUVXZ,2,CHRIS/ICE_Y,FALSE
Y,ICE,UK Base Electricity,FGHJKMNQUVXZ,2,CHRIS/ICE_Y,FALSE
Y1,CME,PJM AECO Zone Peak Calendar-Month Day-Ahead LMP,FGHJKMNQUVXZ,12,CHRIS/CME_Y1,FALSE
Y7,CME,Tennessee 500 Leg Natural Gas (Platts Gas Daily/Platts IFERC) Index,HJKMNQUV,2,CHRIS/CME_Y7,FALSE
YC,CME,Mini-Corn,HKNUZ,3,CHRIS/CME_YC,FALSE
YC,ODE,Corn,GJMQVZ,5,CHRIS/ODE_YC,FALSE
YH,CME,NY Heating Oil (Platts) vs. NY Harbor ULSD,HJKMNQUV,2,CHRIS/CME_YH,FALSE
YK,CME,Mini Soybean,FHKNQUX,3,CHRIS/CME_YK,FALSE
YM,CME,E-mini Dow Jones,HMUZ,2,CHRIS/CME_YM,FALSE
YS,ASX,3-year Australian Interest Rate Swap,HMUZ,2,CHRIS/ASX_YS,FALSE
YT,ASX,3-year Australian Treasury Bonds,HMUZ,2,CHRIS/ASX_YT,FALSE
YW,CME,Mini Wheat,HKNUZ,2,CHRIS/CME_YW,FALSE
YX,CME,Mars (Argus) vs. WTI Financial,FGHJKMNQUVXZ,4,CHRIS/CME_YX,FALSE
YZ,LIFFE,FTSE 100 Declared Dividend Index,Z,2,CHRIS/LIFFE_YZ,FALSE
Z,CME,Euro/Polish Zloty,HMUZ,2,CHRIS/CME_Z,FALSE
Z,LIFFE,FTSE 100 Index,HMUZ,2,CHRIS/LIFFE_Z,FALSE
Z1,CME,Ethanol T2 FOB Rdam Including Duty (Platts),HJKMNQUVXZ,2,CHRIS/CME_Z1,FALSE
Z9,CME,PJM AEP Dayton Hub 5MW Peak Calendar-Month Real-Time LMP,FGHJKMNQUVXZ,34,CHRIS/CME_Z9,FALSE
ZJ,ICE,New Zealand Dollar/Japanese Yen,HMUZ,2,CHRIS/ICE_ZJ,FALSE
ZN,MCX,Zinc,FGHJKMNQUVXZ,2,CHRIS/MCX_ZN,FALSE
ZN,SHFE,Zinc,FGHJKMNQUVXZ,6,CHRIS/SHFE_ZN,FALSE
ZNM,MCX,Zinc Mini,FGHJKMNQUVXZ,2,CHRIS/MCX_ZNM,FALSE
ZR,ICE,US Dollar/South African Rand,HMUZ,2,CHRIS/ICE_ZR,FALSE
